hour,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
890,1.00571588,1.00428095,1.00378380,1.00832147,1.00331778,1.00632859,1.00242519,1.00687101,1.00199200,1.00444988,1.00132077,1.00689160,1.00566825,1.00504217,1.00804188,1.00809430,1.00634097,1.00357462
891,1.00651045,1.00441384,1.00118590,1.00695441,1.00648720,1.00426438,1.00863036,1.00230174,1.00209345,1.00478729,1.00287619,1.00124560,1.00270549,1.00799290,1.00505781,1.00407535,1.00146528,1.00113821
892,1.00138587,1.00896185,1.00644143,1.00712295,1.00369569,1.00398983,1.00122440,1.00201492,1.00112294,1.00347442,1.00548610,1.00171923,1.00101626,1.00682061,1.00758280,1.00821585,1.00324625,1.00266126
893,1.00642931,1.00481076,1.00383151,1.00753417,1.00146271,1.00384568,1.00463051,1.00424700,1.00402130,1.00760162,1.00311177,1.00663233,1.00607212,1.00393997,1.00437172,1.00542601,1.00452406,1.00501783
894,1.00660851,1.00545066,1.00542357,1.00559081,1.00724313,1.00708552,1.00504915,1.00205347,1.00149572,1.00371075,1.00721218,1.00697223,1.00318982,1.00143061,1.00682761,1.00265895,1.00641897,1.00304366
895,1.00864618,1.00793696,1.00368591,1.00685135,1.00759935,1.00888433,1.00321569,1.00437125,1.00245546,1.00100030,1.00800852,1.00394271,1.00807044,1.00257777,1.00454044,1.00189211,1.00192320,1.00720124
896,1.00624007,1.00217414,1.00172084,1.00132548,1.00344300,1.00867898,1.00287962,1.00139948,1.00115334,1.00131164,1.00752730,1.00791656,1.00185435,1.00309965,1.00234080,1.00690339,1.00877396,1.00896364
897,1.00723596,1.00253932,1.00383395,1.00898098,1.00836254,1.00557661,1.00778234,1.00264778,1.00579237,1.00449976,1.00220072,1.00806165,1.00528657,1.00292947,1.00455214,1.00592241,1.00884664,1.00246254
898,1.00274289,1.00275013,1.00815350,1.00830079,1.00658882,1.00805575,1.00842493,1.00617887,1.00753706,1.00149193,1.00892019,1.00291208,1.00639091,1.00232776,1.00401510,1.00550563,1.00138422,1.00542990
899,1.00416423,1.00673021,1.00227300,1.00537881,1.00196708,1.00648475,1.00742786,1.00757052,1.00572460,1.00623899,1.00611859,1.00896586,1.00270137,1.00732445,1.00496997,1.00555346,1.00456237,1.00406540
900,1.00188852,1.00714262,1.00324540,1.00183336,1.00766188,1.00846593,1.00780323,1.00149215,1.00187771,1.00370967,1.00645091,1.00384896,1.00756539,1.00106210,1.00461533,1.00628855,1.00375469,1.00609434
901,1.00567367,1.00816081,1.00704229,1.00879789,1.00410154,1.00427743,1.00368174,1.00443605,1.00261186,1.00671442,1.00416220,1.00741961,1.00694772,1.00878495,1.00758070,1.00201471,1.00863813,1.00822517
902,1.00215305,1.00589271,1.00515499,1.00717674,1.00746408,1.00812407,1.00543936,1.00260236,1.00787689,1.00266199,1.00778232,1.00463683,1.00363491,1.00166467,1.00778267,1.00482189,1.00133417,1.00879536
903,1.00613568,1.00178155,1.00150451,1.00299185,1.00344116,1.00351754,1.00647627,1.00516791,1.00339113,1.00124274,1.00181515,1.00452536,1.00194778,1.00152549,1.00454302,1.00773873,1.00740419,1.00523461
904,1.00210490,1.00839775,1.00282013,1.00456252,1.00621603,1.00445767,1.00720169,1.00538647,1.00334883,1.00496491,1.00804399,1.00300632,1.00537747,1.00854842,1.00181187,1.00180914,1.00597380,1.00683383
905,1.00899317,1.00448007,1.00667721,1.00332590,1.00582914,1.00506432,1.00728468,1.00451584,1.00686925,1.00332046,1.00735741,1.00597020,1.00683572,1.00602124,1.00289982,1.00279617,1.00372746,1.00823731
906,1.00217529,1.00327431,1.00369870,1.00845556,1.00749057,1.00415095,1.00670886,1.00722147,1.00527698,1.00347899,1.00247491,1.00558160,1.00374060,1.00505564,1.00710059,1.00328236,1.00651745,1.00489060
907,1.00272503,1.00395333,1.00662559,1.00237701,1.00618857,1.00320733,1.00172703,1.00865732,1.00388433,1.00207411,1.00395847,1.00676093,1.00768562,1.00355268,1.00491798,1.00563910,1.00790293,1.00465002
908,1.00661776,1.00886414,1.00451212,1.00371047,1.00474928,1.00750342,1.00285424,1.00188334,1.00362101,1.00107380,1.00782349,1.00666268,1.00110122,1.00129584,1.00216996,1.00163168,1.00605035,1.00640193
909,1.00362168,1.00143063,1.00893083,1.00270800,1.00641531,1.00362453,1.00660108,1.00192311,1.00134958,1.00621205,1.00458693,1.00562842,1.00875070,1.00145719,1.00564824,1.00871903,1.00492069,1.00142409
910,1.00117054,1.00795741,1.00236309,1.00848771,1.00116618,1.00351396,1.00730199,1.00340958,1.00145017,1.00620593,1.00161579,1.00259603,1.00385475,1.00377430,1.00356865,1.00231249,1.00501111,1.00361375
911,1.00168146,1.00656697,1.00717604,1.00831454,1.00246695,1.00892659,1.00894919,1.00467646,1.00419855,1.00186210,1.00724208,1.00282269,1.00813403,1.00257562,1.00276533,1.00308983,1.00849679,1.00851788
912,1.00265893,1.00758478,1.00224367,1.00236851,1.00859112,1.00333197,1.00448614,1.00310340,1.00867844,1.00442275,1.00584017,1.00883017,1.00345815,1.00292104,1.00491399,1.00385079,1.00131876,1.00655378
913,1.00354399,1.00752411,1.00763812,1.00261777,1.00771249,1.00558953,1.00693445,1.00723960,1.00210007,1.00498883,1.00569156,1.00475695,1.00437257,1.00351274,1.00786148,1.00577542,1.00718317,1.00382363
914,1.00176838,1.00714984,1.00753140,1.00579842,1.00641021,1.00297043,1.00522889,1.00488873,1.00408501,1.00292388,1.00301792,1.00654938,1.00843210,1.00247638,1.00415032,1.00428023,1.00878722,1.00214848
915,1.00738545,1.00757759,1.00533932,1.00462337,1.00481125,1.00680552,1.00760297,1.00729311,1.00335328,1.00350228,1.00868312,1.00430075,1.00854011,1.00757180,1.00454426,1.00475744,1.00802426,1.00237233
916,1.00637331,1.00758941,1.00619057,1.00275765,1.00186505,1.00207109,1.00204642,1.00817984,1.00646892,1.00110393,1.00892588,1.00573309,1.00106983,1.00889697,1.00210954,1.00382839,1.00842109,1.00224644
917,1.00183414,1.00622278,1.00168638,1.00264241,1.00665585,1.00260563,1.00514572,1.00369123,1.00856990,1.00864859,1.00861881,1.00870037,1.00741578,1.00132403,1.00574636,1.00457801,1.00598945,1.00778665
918,1.00430470,1.00183859,1.00814544,1.00826434,1.00348031,1.00765262,1.00229638,1.00162276,1.00509407,1.00189893,1.00289431,1.00773221,1.00194110,1.00152508,1.00699938,1.00717339,1.00761009,1.00729415
919,1.00450104,1.00612552,1.00699890,1.00176642,1.00148432,1.00843341,1.00139617,1.00384078,1.00504857,1.00307989,1.00121544,1.00638243,1.00276400,1.00867885,1.00712429,1.00472195,1.00470164,1.00497710
920,1.00150461,1.00313832,1.00590636,1.00552114,1.00725843,1.00163074,1.00240315,1.00672083,1.00796423,1.00852096,1.00100951,1.00455580,1.00537589,1.00286680,1.00644424,1.00589075,1.00626580,1.00108292
921,1.00364881,1.00567731,1.00503117,1.00897246,1.00726568,1.00596587,1.00479357,1.00238518,1.00537020,1.00635046,1.00265106,1.00446282,1.00653201,1.00108266,1.00621562,1.00574477,1.00844001,1.00305634
922,1.00622404,1.00459893,1.00395123,1.00415055,1.00711740,1.00349338,1.00382216,1.00607511,1.00252333,1.00237743,1.00830489,1.00648451,1.00392284,1.00213031,1.00691338,1.00561848,1.00884850,1.00530163
923,1.00855962,1.00580436,1.00696395,1.00504947,1.00198552,1.00466918,1.00152708,1.00402584,1.00848406,1.00216918,1.00691549,1.00682961,1.00593634,1.00756885,1.00255181,1.00132907,1.00687849,1.00824425
924,1.00558767,1.00552458,1.00695486,1.00386293,1.00486409,1.00703735,1.00344543,1.00179170,1.00696088,1.00423849,1.00176835,1.00705820,1.00816406,1.00101980,1.00184208,1.00458700,1.00284117,1.00504240
925,1.00404511,1.00662878,1.00242090,1.00275257,1.00245818,1.00551314,1.00332235,1.00554046,1.00272061,1.00163860,1.00864298,1.00512045,1.00549849,1.00809828,1.00266135,1.00217443,1.00586538,1.00329907
926,1.00397911,1.00280772,1.00279475,1.00865236,1.00242378,1.00427793,1.00355612,1.00233027,1.00679887,1.00853806,1.00385989,1.00149710,1.00591843,1.00242800,1.00821250,1.00310923,1.00742707,1.00828025
927,1.00841688,1.00298806,1.00780132,1.00507994,1.00881871,1.00715399,1.00531167,1.00805323,1.00727497,1.00839342,1.00739204,1.00643717,1.00209806,1.00128840,1.00278094,1.00598446,1.00620521,1.00102298
928,1.00711690,1.00601585,1.00898007,1.00752146,1.00780327,1.00779646,1.00422218,1.00373292,1.00238199,1.00688461,1.00799643,1.00540931,1.00690605,1.00610448,1.00389397,1.00310637,1.00606702,1.00882596
929,1.00106267,1.00401118,1.00356122,1.00464339,1.00718812,1.00508598,1.00874032,1.00403378,1.00491407,1.00175518,1.00102662,1.00431769,1.00328265,1.00620127,1.00602492,1.00185321,1.00538376,1.00217801
930,1.00170158,1.00275042,1.00259613,1.00608629,1.00227600,1.00622733,1.00694411,1.00488379,1.00633895,1.00450496,1.00243758,1.00245729,1.00830510,1.00542663,1.00134709,1.00401548,1.00308087,1.00592908
931,1.00350590,1.00457162,1.00874919,1.00814178,1.00275290,1.00176932,1.00446092,1.00392508,1.00742550,1.00577071,1.00107563,1.00656442,1.00147467,1.00376641,1.00870225,1.00459255,1.00871645,1.00275494
932,1.00553232,1.00147073,1.00188105,1.00488103,1.00843739,1.00207460,1.00589552,1.00539851,1.00488123,1.00738032,1.00828601,1.00592459,1.00581220,1.00477948,1.00324563,1.00185519,1.00621788,1.00116192
933,1.00814417,1.00713825,1.00144692,1.00265956,1.00635363,1.00206421,1.00249004,1.00263564,1.00250449,1.00408259,1.00202392,1.00636557,1.00553083,1.00844365,1.00290615,1.00550076,1.00514688,1.00766179
934,1.00679705,1.00669439,1.00588470,1.00237512,1.00422536,1.00792882,1.00892960,1.00398010,1.00427596,1.00807438,1.00686177,1.00467218,1.00738182,1.00235986,1.00355948,1.00357591,1.00429626,1.00434704
935,1.00204844,1.00248980,1.00700443,1.00608533,1.00107690,1.00877705,1.00106497,1.00238444,1.00195168,1.00878346,1.00299083,1.00811705,1.00356880,1.00459789,1.00810130,1.00480773,1.00816382,1.00175727
936,1.00186427,1.00841080,1.00214496,1.00323922,1.00718370,1.00370815,1.00242314,1.00304023,1.00137558,1.00755651,1.00789580,1.00215208,1.00467272,1.00317450,1.00376387,1.00111375,1.00892680,1.00550523
937,1.00657263,1.00276780,1.00459800,1.00293339,1.00795962,1.00884397,1.00439844,1.00792500,1.00216427,1.00217886,1.00146855,1.00871661,1.00709571,1.00253175,1.00599554,1.00612170,1.00429608,1.00672453
938,1.00783210,1.00381075,1.00160153,1.00765353,1.00463293,1.00700007,1.00283746,1.00293583,1.00480380,1.00589577,1.00891789,1.00433783,1.00294968,1.00872957,1.00796877,1.00815756,1.00738121,1.00396374
939,1.00820387,1.00203565,1.00472123,1.00866905,1.00680998,1.00689266,1.00180082,1.00632276,1.00690929,1.00274771,1.00389438,1.00157031,1.00337666,1.00642962,1.00841432,1.00520507,1.00445178,1.00434250
940,1.00533805,1.00237492,1.00685787,1.00816154,1.00544607,1.00624644,1.00128425,1.00292843,1.00282216,1.00687451,1.00684722,1.00530018,1.00203378,1.00228692,1.00460718,1.00164572,1.00518236,1.00506544
941,1.00537969,1.00443886,1.00186814,1.00314268,1.00856062,1.00561181,1.00203893,1.00630809,1.00148292,1.00111244,1.00463277,1.00886591,1.00505251,1.00109341,1.00324603,1.00410027,1.00123272,1.00553570
942,1.00858619,1.00847807,1.00384099,1.00515323,1.00594891,1.00241793,1.00669720,1.00212120,1.00206403,1.00192347,1.00687026,1.00858192,1.00172548,1.00662449,1.00766281,1.00207023,1.00873885,1.00403321
943,1.00652461,1.00552500,1.00258097,1.00732239,1.00796290,1.00893421,1.00333412,1.00473745,1.00108893,1.00859366,1.00738660,1.00836698,1.00682684,1.00397040,1.00677530,1.00165378,1.00489440,1.00488335
944,1.00680028,1.00413196,1.00857735,1.00604519,1.00355998,1.00127195,1.00131053,1.00886195,1.00315255,1.00417908,1.00694056,1.00749770,1.00843962,1.00223468,1.00232889,1.00553976,1.00380590,1.00827430
945,1.00298299,1.00785087,1.00824119,1.00772954,1.00800779,1.00339441,1.00795905,1.00174311,1.00456884,1.00817191,1.00239648,1.00710199,1.00380369,1.00385828,1.00102653,1.00838806,1.00102770,1.00698183
946,1.00352091,1.00646661,1.00177549,1.00739278,1.00663920,1.00546243,1.00407922,1.00733497,1.00361799,1.00537795,1.00446246,1.00537321,1.00113954,1.00155474,1.00299848,1.00347188,1.00608034,1.00131672
947,1.00430223,1.00320002,1.00696581,1.00672608,1.00132514,1.00101732,1.00313377,1.00194417,1.00253111,1.00136602,1.00472494,1.00212116,1.00308104,1.00688242,1.00509408,1.00646561,1.00347847,1.00398274
948,1.00884382,1.00841747,1.00197341,1.00773857,1.00845410,1.00778398,1.00684523,1.00181247,1.00210200,1.00659399,1.00402655,1.00606502,1.00673806,1.00797966,1.00746854,1.00690164,1.00868965,1.00477927
949,1.00894180,1.00333849,1.00882254,1.00721877,1.00313712,1.00274607,1.00317792,1.00523045,1.00634534,1.00649777,1.00107117,1.00883993,1.00511819,1.00706929,1.00885344,1.00356940,1.00495608,1.00564039
950,1.00452868,1.00100163,1.00643355,1.00161730,1.00566903,1.00192296,1.00670669,1.00746102,1.00794830,1.00333608,1.00124244,1.00521165,1.00839198,1.00564790,1.00735449,1.00435982,1.00449439,1.00762870
951,1.00887053,1.00815115,1.00616921,1.00645471,1.00241491,1.00570405,1.00553142,1.00345160,1.00832841,1.00185923,1.00652725,1.00850324,1.00886062,1.00412329,1.00465189,1.00672601,1.00419790,1.00207027
952,1.00671367,1.00304190,1.00342982,1.00183852,1.00534953,1.00654586,1.00620717,1.00141427,1.00486312,1.00699672,1.00793311,1.00629751,1.00207945,1.00304305,1.00391657,1.00473206,1.00885048,1.00156917
953,1.00883972,1.00628944,1.00507605,1.00112985,1.00505960,1.00836457,1.00349767,1.00389040,1.00481722,1.00311399,1.00257083,1.00392670,1.00377921,1.00734484,1.00505064,1.00447832,1.00365715,1.00749804
954,1.00282574,1.00120658,1.00164058,1.00608095,1.00363823,1.00438377,1.00542682,1.00730364,1.00551032,1.00729440,1.00637425,1.00408502,1.00312955,1.00612113,1.00455430,1.00178848,1.00562998,1.00423362
955,1.00796209,1.00275711,1.00499644,1.00680767,1.00190861,1.00812801,1.00696822,1.00316696,1.00305778,1.00135914,1.00471464,1.00413169,1.00283649,1.00314156,1.00272942,1.00887820,1.00158318,1.00534593
956,1.00737321,1.00239106,1.00892048,1.00256566,1.00595269,1.00444193,1.00886774,1.00226011,1.00249859,1.00478241,1.00609794,1.00734045,1.00388081,1.00690371,1.00301848,1.00851638,1.00560896,1.00551392
957,1.00407338,1.00555330,1.00256600,1.00122535,1.00313242,1.00286991,1.00205044,1.00842921,1.00339978,1.00342524,1.00503087,1.00645943,1.00579643,1.00250066,1.00528223,1.00270811,1.00860953,1.00291025
958,1.00289706,1.00126405,1.00472576,1.00374630,1.00831961,1.00452783,1.00692143,1.00146318,1.00721126,1.00219408,1.00573911,1.00887492,1.00778714,1.00796397,1.00595489,1.00189389,1.00850206,1.00750678
959,1.00559686,1.00299648,1.00131241,1.00224743,1.00875974,1.00892975,1.00448216,1.00238256,1.00847071,1.00826346,1.00573418,1.00386095,1.00705869,1.00748102,1.00556849,1.00274913,1.00621209,1.00752289
960,1.00667272,1.00404688,1.00432481,1.00119856,1.00318873,1.00537647,1.00310070,1.00743075,1.00883998,1.00302457,1.00161336,1.00543730,1.00223847,1.00546089,1.00421942,1.00783589,1.00652020,1.00871332
961,1.00882633,1.00105036,1.00200207,1.00614901,1.00222010,1.00739548,1.00257768,1.00646392,1.00597860,1.00482536,1.00387880,1.00351402,1.00380432,1.00430176,1.00383118,1.00471980,1.00748933,1.00820275
962,1.00529501,1.00204351,1.00362232,1.00771192,1.00552338,1.00218303,1.00719278,1.00341291,1.00887382,1.00863737,1.00826143,1.00397151,1.00739073,1.00462766,1.00572369,1.00176850,1.00471552,1.00817781
963,1.00203519,1.00647458,1.00696744,1.00256895,1.00754746,1.00616483,1.00835334,1.00779569,1.00550704,1.00592155,1.00640048,1.00883836,1.00316393,1.00128883,1.00452454,1.00776785,1.00178058,1.00885424
964,1.00433472,1.00116919,1.00215194,1.00686022,1.00726034,1.00887612,1.00395222,1.00358043,1.00506903,1.00851714,1.00312547,1.00517878,1.00664093,1.00657994,1.00814619,1.00204074,1.00232069,1.00853999
965,1.00340932,1.00860053,1.00723992,1.00382728,1.00267833,1.00501920,1.00719728,1.00679549,1.00547926,1.00288146,1.00632313,1.00617345,1.00662774,1.00622440,1.00349526,1.00155433,1.00358180,1.00528032
966,1.00307433,1.00471615,1.00218809,1.00685874,1.00287175,1.00799365,1.00596632,1.00258921,1.00182244,1.00334287,1.00285836,1.00358062,1.00849338,1.00837216,1.00560105,1.00302562,1.00487610,1.00690196
967,1.00367766,1.00367954,1.00155320,1.00481410,1.00893273,1.00715693,1.00704243,1.00894352,1.00682568,1.00176006,1.00855965,1.00883379,1.00476825,1.00266020,1.00226927,1.00718120,1.00832562,1.00426200
968,1.00440266,1.00159339,1.00419099,1.00118434,1.00370018,1.00629121,1.00272404,1.00396630,1.00281100,1.00391644,1.00538986,1.00188616,1.00421404,1.00639526,1.00445265,1.00183624,1.00625525,1.00600358
969,1.00785769,1.00382488,1.00487013,1.00697941,1.00385319,1.00197939,1.00540344,1.00858113,1.00701203,1.00738038,1.00789605,1.00506964,1.00274231,1.00547221,1.00571038,1.00784765,1.00487800,1.00670985
970,1.00695957,1.00104044,1.00300913,1.00503819,1.00208577,1.00787981,1.00462719,1.00681219,1.00834105,1.00815724,1.00381151,1.00898148,1.00775703,1.00517818,1.00295697,1.00683905,1.00795087,1.00439426
971,1.00871886,1.00194577,1.00176085,1.00704301,1.00551999,1.00647254,1.00132756,1.00500178,1.00467029,1.00103619,1.00138750,1.00186397,1.00681490,1.00881195,1.00232351,1.00701501,1.00443506,1.00197325
972,1.00159014,1.00891987,1.00351928,1.00748630,1.00219968,1.00630086,1.00805103,1.00857113,1.00275619,1.00189735,1.00636966,1.00572905,1.00822640,1.00698748,1.00528227,1.00494886,1.00776631,1.00174491
973,1.00411709,1.00546642,1.00819141,1.00374681,1.00560318,1.00563636,1.00302211,1.00588725,1.00140571,1.00449825,1.00583192,1.00814998,1.00318958,1.00682558,1.00834946,1.00624737,1.00481708,1.00198368
974,1.00309443,1.00409962,1.00854595,1.00768173,1.00349310,1.00355146,1.00132836,1.00710761,1.00562543,1.00672970,1.00638724,1.00374750,1.00754575,1.00493191,1.00531312,1.00704869,1.00232960,1.00357840
975,1.00287524,1.00168424,1.00575448,1.00107317,1.00879318,1.00154337,1.00396355,1.00731450,1.00425300,1.00266044,1.00609757,1.00648635,1.00242807,1.00263388,1.00890671,1.00845338,1.00522122,1.00876555
976,1.00104307,1.00896658,1.00189986,1.00524405,1.00341339,1.00126886,1.00878156,1.00138375,1.00595736,1.00800298,1.00354174,1.00550028,1.00700379,1.00277763,1.00630646,1.00287405,1.00400380,1.00440097
977,1.00237698,1.00551628,1.00860219,1.00796876,1.00383868,1.00254471,1.00757925,1.00330405,1.00414993,1.00791150,1.00880631,1.00805789,1.00389163,1.00283975,1.00799358,1.00686552,1.00117777,1.00639247
978,1.00467364,1.00235045,1.00834984,1.00728124,1.00649706,1.00717389,1.00624647,1.00192989,1.00169197,1.00371485,1.00897946,1.00491582,1.00529634,1.00889587,1.00496250,1.00492193,1.00198912,1.00632485
979,1.00851309,1.00388856,1.00651820,1.00594618,1.00711696,1.00604317,1.00622840,1.00438639,1.00324454,1.00266367,1.00760554,1.00400538,1.00759424,1.00885140,1.00783898,1.00776337,1.00701637,1.00652383
980,1.00267593,1.00590344,1.00387976,1.00165667,1.00126594,1.00345009,1.00289028,1.00527734,1.00360424,1.00222164,1.00808257,1.00226885,1.00691528,1.00105456,1.00104909,1.00250619,1.00623391,1.00125944
981,1.00627561,1.00631917,1.00445122,1.00787387,1.00124526,1.00409151,1.00664115,1.00445923,1.00340005,1.00557574,1.00753886,1.00771827,1.00864371,1.00508076,1.00875810,1.00697704,1.00355669,1.00839617
982,1.00524462,1.00680856,1.00258602,1.00501624,1.00462308,1.00434736,1.00797604,1.00520808,1.00752670,1.00652424,1.00603262,1.00420765,1.00424709,1.00375477,1.00396865,1.00466569,1.00603894,1.00300187
983,1.00894370,1.00424703,1.00473777,1.00688914,1.00669212,1.00195029,1.00862360,1.00299963,1.00590059,1.00308891,1.00322197,1.00314406,1.00320042,1.00793047,1.00646197,1.00709619,1.00695478,1.00730444
984,1.00750039,1.00785458,1.00601107,1.00509738,1.00308175,1.00614132,1.00708460,1.00537250,1.00772716,1.00146828,1.00542725,1.00612253,1.00183925,1.00555753,1.00263789,1.00856986,1.00277655,1.00792269
985,1.00762310,1.00587966,1.00605536,1.00186448,1.00675951,1.00500931,1.00557126,1.00228623,1.00346230,1.00494799,1.00833776,1.00772652,1.00688509,1.00114227,1.00133626,1.00606343,1.00450205,1.00323838
986,1.00210489,1.00587472,1.00752468,1.00607486,1.00768997,1.00409979,1.00171121,1.00764935,1.00313336,1.00486102,1.00579157,1.00653245,1.00582580,1.00648332,1.00809632,1.00428843,1.00123229,1.00870727
